,horsepower,origin,mpg,cylinders,displacement,weight,acceleration,model year,car name,other
242,110,2.0,21.5,4.0,121.0,2600.0,12.8,77.0,bmw 320i,2
243,110,3.0,21.5,3.0,80.0,2720.0,13.5,77.0,mazda rx-4,2
244,48,2.0,43.1,4.0,90.0,1985.0,21.5,78.0,volkswagen rabbit custom diesel,2
245,66,1.0,36.1,4.0,98.0,1800.0,14.4,78.0,ford fiesta,2
246,52,3.0,32.8,4.0,78.0,1985.0,19.4,78.0,mazda glc deluxe,2
247,70,3.0,39.4,4.0,85.0,2070.0,18.6,78.0,datsun b210 gx,2
248,60,3.0,36.1,4.0,91.0,1800.0,16.4,78.0,honda civic cvcc,2
249,110,1.0,19.9,8.0,260.0,3365.0,15.5,78.0,oldsmobile cutlass salon brougham,2
250,140,1.0,19.4,8.0,318.0,3735.0,13.2,78.0,dodge diplomat,2
251,139,1.0,20.2,8.0,302.0,3570.0,12.8,78.0,mercury monarch ghia,2
252,105,1.0,19.2,6.0,231.0,3535.0,19.2,78.0,pontiac phoenix lj,2
253,95,1.0,20.5,6.0,200.0,3155.0,18.2,78.0,chevrolet malibu,2
254,85,1.0,20.2,6.0,200.0,2965.0,15.8,78.0,ford fairmont (auto),2
255,88,1.0,25.1,4.0,140.0,2720.0,15.4,78.0,ford fairmont (man),2
256,100,1.0,20.5,6.0,225.0,3430.0,17.2,78.0,plymouth volare,2
257,90,1.0,19.4,6.0,232.0,3210.0,17.2,78.0,amc concord,2
258,105,1.0,20.6,6.0,231.0,3380.0,15.8,78.0,buick century special,2
259,85,1.0,20.8,6.0,200.0,3070.0,16.7,78.0,mercury zephyr,2
260,110,1.0,18.6,6.0,225.0,3620.0,18.7,78.0,dodge aspen,2
261,120,1.0,18.1,6.0,258.0,3410.0,15.1,78.0,amc concord d/l,2
262,145,1.0,19.2,8.0,305.0,3425.0,13.2,78.0,chevrolet monte carlo landau,2
263,165,1.0,17.7,6.0,231.0,3445.0,13.4,78.0,buick regal sport coupe (turbo),2
264,139,1.0,18.1,8.0,302.0,3205.0,11.2,78.0,ford futura,2
265,140,1.0,17.5,8.0,318.0,4080.0,13.7,78.0,dodge magnum xe,2
266,68,1.0,30.0,4.0,98.0,2155.0,16.5,78.0,chevrolet chevette,2
267,95,3.0,27.5,4.0,134.0,2560.0,14.2,78.0,toyota corona,2
268,97,3.0,27.2,4.0,119.0,2300.0,14.7,78.0,datsun 510,2
269,75,1.0,30.9,4.0,105.0,2230.0,14.5,78.0,dodge omni,2
270,95,3.0,21.1,4.0,134.0,2515.0,14.8,78.0,toyota celica gt liftback,2
271,105,1.0,23.2,4.0,156.0,2745.0,16.7,78.0,plymouth sapporo,2
272,85,1.0,23.8,4.0,151.0,2855.0,17.6,78.0,oldsmobile starfire sx,2
273,97,3.0,23.9,4.0,119.0,2405.0,14.9,78.0,datsun 200-sx,2
274,103,2.0,20.3,5.0,131.0,2830.0,15.9,78.0,audi 5000,2
275,125,2.0,17.0,6.0,163.0,3140.0,13.6,78.0,volvo 264gl,2
276,115,2.0,21.6,4.0,121.0,2795.0,15.7,78.0,saab 99gle,2
277,133,2.0,16.2,6.0,163.0,3410.0,15.8,78.0,peugeot 604sl,2
278,71,2.0,31.5,4.0,89.0,1990.0,14.9,78.0,volkswagen scirocco,2
279,68,3.0,29.5,4.0,98.0,2135.0,16.6,78.0,honda accord lx,2
280,115,1.0,21.5,6.0,231.0,3245.0,15.4,79.0,pontiac lemans v6,2
281,85,1.0,19.8,6.0,200.0,2990.0,18.2,79.0,mercury zephyr 6,2
282,88,1.0,22.3,4.0,140.0,2890.0,17.3,79.0,ford fairmont 4,2
283,90,1.0,20.2,6.0,232.0,3265.0,18.2,79.0,amc concord dl 6,2
284,110,1.0,20.6,6.0,225.0,3360.0,16.6,79.0,dodge aspen 6,2
285,130,1.0,17.0,8.0,305.0,3840.0,15.4,79.0,chevrolet caprice classic,2
286,129,1.0,17.6,8.0,302.0,3725.0,13.4,79.0,ford ltd landau,2
287,138,1.0,16.5,8.0,351.0,3955.0,13.2,79.0,mercury grand marquis,2
288,135,1.0,18.2,8.0,318.0,3830.0,15.2,79.0,dodge st. regis,2
289,155,1.0,16.9,8.0,350.0,4360.0,14.9,79.0,buick estate wagon (sw),2
290,142,1.0,15.5,8.0,351.0,4054.0,14.3,79.0,ford country squire (sw),2
291,125,1.0,19.2,8.0,267.0,3605.0,15.0,79.0,chevrolet malibu classic (sw),2
292,150,1.0,18.5,8.0,360.0,3940.0,13.0,79.0,chrysler lebaron town @ country (sw),2
293,71,2.0,31.9,4.0,89.0,1925.0,14.0,79.0,vw rabbit custom,2
294,65,3.0,34.1,4.0,86.0,1975.0,15.2,79.0,maxda glc deluxe,2
295,80,1.0,35.7,4.0,98.0,1915.0,14.4,79.0,dodge colt hatchback custom,2
296,80,1.0,27.4,4.0,121.0,2670.0,15.0,79.0,amc spirit dl,2
297,77,2.0,25.4,5.0,183.0,3530.0,20.1,79.0,mercedes benz 300d,2
298,125,1.0,23.0,8.0,350.0,3900.0,17.4,79.0,cadillac eldorado,2
299,71,2.0,27.2,4.0,141.0,3190.0,24.8,79.0,peugeot 504,2
300,90,1.0,23.9,8.0,260.0,3420.0,22.2,79.0,oldsmobile cutlass salon brougham,2
301,70,1.0,34.2,4.0,105.0,2200.0,13.2,79.0,plymouth horizon,2
302,70,1.0,34.5,4.0,105.0,2150.0,14.9,79.0,plymouth horizon tc3,2
303,65,3.0,31.8,4.0,85.0,2020.0,19.2,79.0,datsun 210,2
304,69,2.0,37.3,4.0,91.0,2130.0,14.7,79.0,fiat strada custom,2
305,90,1.0,28.4,4.0,151.0,2670.0,16.0,79.0,buick skylark limited,2
306,115,1.0,28.8,6.0,173.0,2595.0,11.3,79.0,chevrolet citation,2
307,115,1.0,26.8,6.0,173.0,2700.0,12.9,79.0,oldsmobile omega brougham,2
308,90,1.0,33.5,4.0,151.0,2556.0,13.2,79.0,pontiac phoenix,2
309,76,2.0,41.5,4.0,98.0,2144.0,14.7,80.0,vw rabbit,2
310,60,3.0,38.1,4.0,89.0,1968.0,18.8,80.0,toyota corolla tercel,2
311,70,1.0,32.1,4.0,98.0,2120.0,15.5,80.0,chevrolet chevette,2
312,65,3.0,37.2,4.0,86.0,2019.0,16.4,80.0,datsun 310,2
313,90,1.0,28.0,4.0,151.0,2678.0,16.5,80.0,chevrolet citation,2
314,88,1.0,26.4,4.0,140.0,2870.0,18.1,80.0,ford fairmont,2
315,90,1.0,24.3,4.0,151.0,3003.0,20.1,80.0,amc concord,2
316,90,1.0,19.1,6.0,225.0,3381.0,18.7,80.0,dodge aspen,2
317,78,2.0,34.3,4.0,97.0,2188.0,15.8,80.0,audi 4000,2
318,90,3.0,29.8,4.0,134.0,2711.0,15.5,80.0,toyota corona liftback,2
319,75,3.0,31.3,4.0,120.0,2542.0,17.5,80.0,mazda 626,2
320,92,3.0,37.0,4.0,119.0,2434.0,15.0,80.0,datsun 510 hatchback,2
321,75,3.0,32.2,4.0,108.0,2265.0,15.2,80.0,toyota corolla,2
322,65,3.0,46.6,4.0,86.0,2110.0,17.9,80.0,mazda glc,2
323,105,1.0,27.9,4.0,156.0,2800.0,14.4,80.0,dodge colt,2
324,65,3.0,40.8,4.0,85.0,2110.0,19.2,80.0,datsun 210,2
325,48,2.0,44.3,4.0,90.0,2085.0,21.7,80.0,vw rabbit c (diesel),2
326,48,2.0,43.4,4.0,90.0,2335.0,23.7,80.0,vw dasher (diesel),2
327,67,2.0,36.4,5.0,121.0,2950.0,19.9,80.0,audi 5000s (diesel),2
328,67,2.0,30.0,4.0,146.0,3250.0,21.8,80.0,mercedes-benz 240d,2
329,67,3.0,44.6,4.0,91.0,1850.0,13.8,80.0,honda civic 1500 gl,2
330,150,2.0,40.9,4.0,85.0,1835.0,17.3,80.0,renault lecar deluxe,2
331,67,3.0,33.8,4.0,97.0,2145.0,18.0,80.0,subaru dl,2
332,62,2.0,29.8,4.0,89.0,1845.0,15.3,80.0,vokswagen rabbit,2
333,132,3.0,32.7,6.0,168.0,2910.0,11.4,80.0,datsun 280-zx,2
334,100,3.0,23.7,3.0,70.0,2420.0,12.5,80.0,mazda rx-7 gs,2
335,88,2.0,35.0,4.0,122.0,2500.0,15.1,80.0,triumph tr7 coupe,2
336,150,1.0,23.6,4.0,140.0,2905.0,14.3,80.0,ford mustang cobra,2
337,72,3.0,32.4,4.0,107.0,2290.0,17.0,80.0,honda accord,2
338,84,1.0,27.2,4.0,135.0,2490.0,15.7,81.0,plymouth reliant,2
339,84,1.0,26.6,4.0,151.0,2635.0,16.4,81.0,buick skylark,2
340,92,1.0,25.8,4.0,156.0,2620.0,14.4,81.0,dodge aries wagon (sw),2
341,110,1.0,23.5,6.0,173.0,2725.0,12.6,81.0,chevrolet citation,2
342,84,1.0,30.0,4.0,135.0,2385.0,12.9,81.0,plymouth reliant,2
343,58,3.0,39.1,4.0,79.0,1755.0,16.9,81.0,toyota starlet,2
344,64,1.0,39.0,4.0,86.0,1875.0,16.4,81.0,plymouth champ,2
345,60,3.0,35.1,4.0,81.0,1760.0,16.1,81.0,honda civic 1300,2
346,67,3.0,32.3,4.0,97.0,2065.0,17.8,81.0,subaru,2
347,65,3.0,37.0,4.0,85.0,1975.0,19.4,81.0,datsun 210 mpg,2
348,62,3.0,37.7,4.0,89.0,2050.0,17.3,81.0,toyota tercel,2
349,68,3.0,34.1,4.0,91.0,1985.0,16.0,81.0,mazda glc 4,2
350,63,1.0,34.7,4.0,105.0,2215.0,14.9,81.0,plymouth horizon 4,2
351,65,1.0,34.4,4.0,98.0,2045.0,16.2,81.0,ford escort 4w,2
352,65,1.0,29.9,4.0,98.0,2380.0,20.7,81.0,ford escort 2h,2
353,74,2.0,33.0,4.0,105.0,2190.0,14.2,81.0,volkswagen jetta,2
354,150,2.0,34.5,4.0,100.0,2320.0,15.8,81.0,renault 18i,2
355,75,3.0,33.7,4.0,107.0,2210.0,14.4,81.0,honda prelude,2
356,75,3.0,32.4,4.0,108.0,2350.0,16.8,81.0,toyota corolla,2
357,100,3.0,32.9,4.0,119.0,2615.0,14.8,81.0,datsun 200sx,2
358,74,3.0,31.6,4.0,120.0,2635.0,18.3,81.0,mazda 626,2
359,80,2.0,28.1,4.0,141.0,3230.0,20.4,81.0,peugeot 505s turbo diesel,2
360,76,2.0,30.7,6.0,145.0,3160.0,19.6,81.0,volvo diesel,2
361,116,3.0,25.4,6.0,168.0,2900.0,12.6,81.0,toyota cressida,2
362,120,3.0,24.2,6.0,146.0,2930.0,13.8,81.0,datsun 810 maxima,2
363,110,1.0,22.4,6.0,231.0,3415.0,15.8,81.0,buick century,2
364,105,1.0,26.6,8.0,350.0,3725.0,19.0,81.0,oldsmobile cutlass ls,2
365,88,1.0,20.2,6.0,200.0,3060.0,17.1,81.0,ford granada gl,2
366,85,1.0,17.6,6.0,225.0,3465.0,16.6,81.0,chrysler lebaron salon,2
367,88,1.0,28.0,4.0,112.0,2605.0,19.6,82.0,chevrolet cavalier,2
368,88,1.0,27.0,4.0,112.0,2640.0,18.6,82.0,chevrolet cavalier wagon,2
369,88,1.0,34.0,4.0,112.0,2395.0,18.0,82.0,chevrolet cavalier 2-door,2
370,85,1.0,31.0,4.0,112.0,2575.0,16.2,82.0,pontiac j2000 se hatchback,2
371,84,1.0,29.0,4.0,135.0,2525.0,16.0,82.0,dodge aries se,2
372,90,1.0,27.0,4.0,151.0,2735.0,18.0,82.0,pontiac phoenix,2
373,92,1.0,24.0,4.0,140.0,2865.0,16.4,82.0,ford fairmont futura,2
374,150,1.0,23.0,4.0,151.0,3035.0,20.5,82.0,amc concord dl,2
375,74,2.0,36.0,4.0,105.0,1980.0,15.3,82.0,volkswagen rabbit l,2
376,68,3.0,37.0,4.0,91.0,2025.0,18.2,82.0,mazda glc custom l,2
377,68,3.0,31.0,4.0,91.0,1970.0,17.6,82.0,mazda glc custom,2
378,63,1.0,38.0,4.0,105.0,2125.0,14.7,82.0,plymouth horizon miser,2
379,70,1.0,36.0,4.0,98.0,2125.0,17.3,82.0,mercury lynx l,2
380,88,3.0,36.0,4.0,120.0,2160.0,14.5,82.0,nissan stanza xe,2
381,75,3.0,36.0,4.0,107.0,2205.0,14.5,82.0,honda accord,2
382,70,3.0,34.0,4.0,108.0,2245.0,16.9,82.0,toyota corolla,2
383,67,3.0,38.0,4.0,91.0,1965.0,15.0,82.0,honda civic,2
384,67,3.0,32.0,4.0,91.0,1965.0,15.7,82.0,honda civic (auto),2
385,67,3.0,38.0,4.0,91.0,1995.0,16.2,82.0,datsun 310 gx,2
386,110,1.0,25.0,6.0,181.0,2945.0,16.4,82.0,buick century limited,2
387,85,1.0,38.0,6.0,262.0,3015.0,17.0,82.0,oldsmobile cutlass ciera (diesel),2
388,92,1.0,26.0,4.0,156.0,2585.0,14.5,82.0,chrysler lebaron medallion,2
389,112,1.0,22.0,6.0,232.0,2835.0,14.7,82.0,ford granada l,2
390,96,3.0,32.0,4.0,144.0,2665.0,13.9,82.0,toyota celica gt,2
391,84,1.0,36.0,4.0,135.0,2370.0,13.0,82.0,dodge charger 2.2,2
392,90,1.0,27.0,4.0,151.0,2950.0,17.3,82.0,chevrolet camaro,2
393,86,1.0,27.0,4.0,140.0,2790.0,15.6,82.0,ford mustang gl,2
394,52,2.0,44.0,4.0,97.0,2130.0,24.6,82.0,vw pickup,2
395,84,1.0,32.0,4.0,135.0,2295.0,11.6,82.0,dodge rampage,2
396,79,1.0,28.0,4.0,120.0,2625.0,18.6,82.0,ford ranger,2
397,82,1.0,31.0,4.0,119.0,2720.0,19.4,82.0,chevy s-10,2
